index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,재료양
1,밑반찬,,,,감자볶음 레시피 감자채볶음 햄감자볶음 황금레시피,https://www.10000recipe.com/recipe/7073455,"2,802",뚜루,2인분,20분 이내,아무나,"['감자', '햄', '오일', '소금', '후추']",아이들 있는 집에서는 햄과 감자의 조합이 실패할 확률이 거의 없죠. 오늘은 다른 반찬 없이도 밥 한그릇을 뚝딱 비우게 만들어주는 감자볶음을 만들었어요. 오늘은 매일 먹어도 질리지 않고 다른 반찬들과도 잘 어울리는 햄감자볶음 레시피 소개해 드릴게요 '◡',"['감자 2개와 햄 150g을 준비합니다. 감자는 얇고 일정하게 채 썰어주고, 햄도 감자와 같은 두께로 썰어주세요.', '채 썬 감자는 찬물에 10분 정도 담가 전분기를 제거해주세요. 전분기 뺀 감자는 물기를 충분히 빼주세요.', '기름 없이 마른 팬에 감자를 먼저 넣고 살짝 볶아 수분을 날려준 후 오일을 넉넉히 두르고 감자를 중불에서 볶아주세요. 이때 감자가 타지 않게 계속 섞어주면서 볶는 게 포인트예요.', '감자가 반 정도 익으면 소금으로 간을 해주세요. (약 1/2t) 그리고 햄을 넣고 함께 볶아주세요.', '감자가 모두 익으면 후추, 참기름, 깨소금으로 마무리해 주세요.', '담백하면서 고소한 맛의 햄감자볶음 완성입니다.']","['감자볶음', '감자볶음레시피', '햄감자볶음', '감자채볶음']","['2개', '150g', '넉넉히', '1/2작은술', '넉넉히']"
2,밑반찬,,,,건취나물무침 만드는법,https://www.10000recipe.com/recipe/7083141,207,호수맘,6인분 이상,120분 이내,아무나,"['건취나물', '집간장', '마늘', '들기름', '대파', '참기름', '깨소금', '식소다']",말린 취나물을 불려 조물 조물 묻혀내면 특유의 구수한 향과 쌉싸름한 맛이 입맛을 돋구는 건취나물 무침입니다.,"['건취나물은 먼저 흐르는 물에 여러 번 씻어 이물질을 제거해 주세요.\n큰 볼에 취나물을 담고 충분한 양의 물을 부어 몇 시간 또는 하룻밤 정도 불려줍니다.\n취나무지 부드럽게 불어나면 여러 번 헹궈 주세요.', '불린 취나물은 불린물과같이 냄비에 넣고 삶아 줍니다.\n20분정도 중약불에서 삶은후 불을끄고 식소다넣고 10분정도에 보시면 부드럽습니다 깨끗한물로여러번헹궈주세요', '꼭짠 취나물에 파 송송 마늘 집간장 들기름넣고 조물조물 무처주세요\n깨소금과참기름넣고 가볍게 무처주면 완성입니다\n싱거우면 소금간약간해주세요']","['건취나물무침', '건취나물삶는법', '나물무치기', '말린취나물요리']","['50g', '1T', '1/2T', '1T', '1/2대', '약간', '약간', '1/2T']"
3,밑반찬,,,,간장 진미채 볶음,https://www.10000recipe.com/recipe/7082545,357,호수맘,6인분 이상,15분 이내,아무나,"['진미채', '미림', '마요네즈', '진간장', '미림', '설탕', '올리고당', '다진마늘', '참기름', '깨소금']",오늘은 아이부터 어른까지. 누구나 좋아하는 간장 진미채볶음 만들어 볼게.,"['진미채가 길면 먹기 좋은 크기로 잘라 주세요\n진미채의 미림 3 큰술을 넣고 조물조물 해주세요. 그리고 전자레인지에 40초 데워 마요네즈 1 큰술 넣고 조물조물 버무려주세요.', '양념을 만들어 주세요. 진간장 2 큰술 설탕1 큰술 올리고당 1 큰술 다진 마늘 0.5큰술 넣고 끓여 식혀주세요', '진미채의 양념장을 넣고 조물조물 무쳐주세요\n참기름 깨소금 넣고 가볍게 섞어주면 달콤 짭조름한 간장 진미채 완성입니다.']","['간장진미채볶음', '간장진미채볶음레시피', '간장진미채', '밑반찬만들기', '도시락반찬']","['150g', '3T', '1T', '2T', '2T', '1T', '1T', '1/2T', '약간', '약간']"
4,밑반찬,,,,간장버터 새송이구이,https://www.10000recipe.com/recipe/7018465,"17,883",요리하는허니레빗,2인분,10분 이내,초급,"['새송이버섯', '쪽파', '버터', '올리고당', '다진마늘', '간장', '참기름', '물']",평소 고기 외에는 야채를 싫어하는 저를 위해 만들어 보았는데요 버섯에서 양념갈비 맛이 나서 야채를 싫어하는 사람들에게도 거부감 없이 먹일 수 있어서 성인은 물론 아이들까지도 찾게 되는 맛이에요!,"['새송이 버섯 밑둥을 잘라주시고 흐르는 물에 씻어주세요.\n버섯은 너무 두껍지 않게 대략 2cm 정도 세로로 잘라주세요!\n도마\n,\n조리용나이프', '다음으로는 양념장을 만들어 줄건데요 다진마늘 1T,올리고당2T, 간장 5T,참기름 1T,쪽파2T, 물 2T을 넣고 잘 섞어주세요\n소스볼\n,\n숟가락', '중약불로 팬을 달궈주신 후 팬에 열이 오르면 버터 1조각을 녹여주세요\n프라이팬\n,\n요리집게', '버터가 다 녹으면 팬에 새송이 버섯을 올려 중약불에서 천천히 앞뒤 노릇하게 구워주셔야 고기처럼 쫄깃해져요!', '노릇해진 새송이 버섯에 아까 만들어둔 양념장을 전부 부어 졸여주세요 불의 세기는 계속 중약불로 유지해주셔야해요\n요리스푼', '이렇게 양념이 졸여지면 불을 꺼주세요', '이렇게 하면 맛있는 간장버터 새송이버섯 구이 완성입니다!\n플레이팅접시']","['새송이버섯', '간장구이', '고기대용', '버섯요리', '간장버터새송이버섯구이', '요리']","['1봉지', '2T', '1조각', '2T', '1T', '5T', '1T', '2T']"
5,밑반찬,,,,어묵볶음 만들기 안 불고 쫄깃하게 만드는 법,https://www.10000recipe.com/recipe/7073955,"3,020",눈히,4인분,10분 이내,아무나,"['사각어묵4~5장', '양파', '대파', '당근', '식용유', '물엿', '설탕', '진간장', '맛술', '다진 마늘', '물', '후추', '참기름', '통깨']","간단한 재료로 쉽게 만드는 어묵볶음이에요.
양념을 넣는 순서만 바꿔도 불지 않고 쫄깃하게 완성돼요.","['어묵은 4등분 한 뒤 먹기 좋은 크기로 길쭉하게 썰어 준비합니다.', '양파와 당근은 살짝 도톰하게 채 썰어 아삭한 식감을 살리고, 대파는 어슷 썰어 준비해 주세요. 채소는 넉넉하게 준비한 편이에요.', '팬에 식용유을 두르고 중불에서 어묵을 가볍게 볶아줍니다. 기름으로 겉면을 한 번 코팅해 주면 나중에 양념을 넣어도 쉽게 불지 않아요.', '여기에 물엿과 설탕을 넣어 한 번 더 볶아주세요. 간장을 넣기 전 당분을 먼저 입혀주면 어묵 속까지 쫀득한 식감이 돼요.', '불을 센 불로 올린 뒤, 팬 한쪽으로 공간을 만들어 간장을 넣어주세요. 간장이 지글지글 끓으면 어묵과 빠르게 섞어준 뒤, 이어서 맛술을 넣어 윤기를 더합니다.', '준비한 채소와 다진 마늘을 넣고 센 불에서 가볍게 볶아 숨을 죽인 뒤, 물 2큰술을 넣어 촉촉함을 살짝 더해 주세요.', '마지막으로 불을 끄고 후추, 참기름, 통깨를 넣어 가볍게 섞어 마무리합니다.']","['어묵볶음', '오뎅볶음', '간장어묵볶음', '간장오뎅볶음', '어묵요리', '오뎅요리', '밑반찬', '간단한반찬', '반찬']","['4~5장', '1/4개', '1/2대', '약간', '1큰술', '1큰술', '0.5큰술', '1큰술', '1큰술', '0.5큰술', '2큰술', '약간', '0.5작은술', '0.5큰술']"
6,밑반찬,,,,참치액으로 감칠맛 up 하얀 콩나물무침 레시피,https://www.10000recipe.com/recipe/7069884,"1,612",뽕림이,4인분,10분 이내,아무나,"['콩나물200g', '참치액', '다진 마늘', '참기름', '간 깨', '꽃소금']",참치액으로 감칠맛을 더한 하얀 콩나물무침 레시피예요 :),"['콩나물 손질은 간단해요.\n썩은 콩과 콩 껍데기를 골라내고 너무 길거나 지저분하게 난 뿌리를 깔끔하게 손질해 주기만 하면 ok\n콩나물 세척은 충분히 잠기도록 물을 붓고 살랑살랑 흔들어가며 두어 번 헹궈주기만 하면 돼요.\n세척이 끝난 콩나물은\n체에 밭쳐 물기를 빼줍니다', '자 이제 콩나물을 삶아볼게요.\n냄비 또는 팬에 물을 적당량 붓고 소금 1큰술을 넣은 뒤 강불로 올려줍니다.\n물이 끓기 시작하면 콩나물을 넣고 4~5분간 삶아줍니다.\n콩나물 삶는 시간은 취향껏 해주시면 되는데요.\n아삭한콩나물무침 좋아하시면 4분 정도만 삶아주세요.', '삶은 콩나물은 찬물에 헹궈 열기를 식히고,\n체에 밭쳐 물기를 빼줍니다.\n손으로 짜지 말고 체에 밭쳐 물기를 빼주세요.', '볼에 물기 뺀 콩나물을 담고 참치액 ½큰술, 다진 마늘 ½큰술 참기름 1큰술, 간 깨 1큰술을 넣어줍니다.\n이후 소금으로 입맛에 맞게 간을 해주기만 하면 끝이에요.']","['하얀콩나물무침', '콩나물무침', '콩나물무침레시피', '콩나물요리', '콩나물반찬', '밑반찬', '간단한', '밑반찬', '초간단', '쉬운반찬', '간단한반찬']","['200g', '1/2큰술', '1/2큰술', '1큰술', '1큰술', '적당량']"
7,밑반찬,,,,시금치무침 (시금치데치는 방법 시금치나물요리 나물반찬 반찬레시피),https://www.10000recipe.com/recipe/7022775,"17,403",ariel1007,4인분,10분 이내,초급,"['시금치', '소금', '물', '다진 마늘', '참치액', '참기름', '깨소금', '소금']",봄에 먹는 제철나물반찬입니다 시금치 데치는 방법과 무침양념을 알려드립니다,"['시금치는 뿌리를 잘라 낸 후 한잎한잎 떼어서 찬물에 흔들어 가면서 씻어 흙과 불순물을 제거 해 준다\n믹싱볼\n,\n채반\n,\n조리용나이프\n시금치 손질법 레시피', '냄비에 물을 넉넉히 붓고 소금 1스푼을 넣은 후 끓여준다\n냄비\n센불', '물이 끓으면 씻은 시금치를 넣고 약 40초 가량 데쳐준다\n센불', '데친 시금치는 찬물에 헹구어 준다', '대파는 길이로 반으로 자른 후 잘게 썰어준다\n도마\n,\n조리용나이프', '볼에 시금치를 꼭 짜서 담아준다', '무침 양념을 모두 넣어준다\n믹싱볼\n,\n조리용스푼', '조물조물 양념과 시금치가 고루 섞이 도록 무쳐준다']","['시금치요리', '시금치나물반찬', '시금치무침', '무침양념', '밑반찬', '반찬', '초간단', '비타민']","['300g', '1스푼', '넉넉히', '1스푼', '1.5스푼', '1스푼', '1스푼', '0.5스푼']"
8,밑반찬,,,,숙주나물 무침 만들기 아삭한 숙주나물 무침 양념 레시피 깔끔한 밑반찬 요리,https://www.10000recipe.com/recipe/7073764,"2,694",포남댁,6인분 이상,20분 이내,아무나,"['숙주나물', '대파', '국간장', '다진마늘', '참기름', '통깨']","아삭한 숙주나물 무침은 화려하진 않지만
매일 먹어도 질리진 않는 집밥반찬이에요
숙주나물 한 봉지로 간단하게 만들 수 있고
식탁 영양의 균형을 맞출 수 있는 숙주나물!
가볍게 먹기 좋은 나물 반찬이지만
알고 보면 영양도 꽤 알찬 숙주랍니다.
아스파라긴산이 풍부한 숙주나물은 피로회복에
도움을 주고 비타민과 철분도 함유되어 있어서
혈관 건강과 항산화에도 좋은 재료에요!
​
​
가볍게 데친 다음 국간장과 참기름으로
깔끔하고 아삭한 식감을 살려서 무쳐낸
숙주나물 무침 레시피를 남겨 보도록 할게요 :)
​","['숙주나물 한 봉지를 준비해서 흐르는 물로\n가볍게 씻어준 뒤 체반에 받쳐 물기를 제거합니다.', '숙주나물 무침에 같이 들어갈 대파는\n작게 쫑쫑 썰어주세요', '냄비에 물을 800ml 정도 넣고\n소금을 한 꼬집 넣은 다음 팔팔 끓으면\n손질해둔 숙주나물을 모두 넣어줍니다.', '너무 오래 데치면 아삭한 식감이 덜해지니\n30초 정도만 빠르게 데쳐내 주세요', '데쳐낸 숙주나물을 차가운 물에 빠르게\n헹궈준 뒤 체반에 받쳐 물기를 제거합니다.', '볼에 데친 숙주나물을 담고\n썰어둔 대파와 함께 다진 마늘 1t,\n국간장 2t, 참기름 1t, 통깨 1t를\n양념장으로 넣어주세요', '양념장과 숙주나물이 잘 어우러지도록\n손으로 조물조물 무쳐주면서\n사이사이에 양념이 잘 배어들면\n아삭한 숙주나물 무침이 완성입니다^^']","['숙주나물무침', '아삭한숙주나물', '깔끔밑반찬요리']","['350g', '1/2개', '2t', '1t', '1t', '1t']"
9,메인반찬,,,,칼칼한 양념이 쏙 배어 무까지 맛있는 갈치조림 레시피,https://www.10000recipe.com/recipe/7082774,285,에궁이궁,2인분,30분 이내,아무나,"['갈치', '양파', '감자', '무', '대파', '국간장', '고춧가루', '미림', '참치액', '설탕', '다진마늘', '고추장', '후추', '생강가루']","갈치 조림​에 무와 감자까지 넣고 조려서 밥은 조금만 먹어야지...
하지만 결과는 입이 지대로 터져 버린 갈치조림 레시피예요.
추추의 한끼식사 유튜브레 소개된 갈치조림을 참조해서 집에 있는 재료를 추가로 더 넣고
만들었어요.","['감자는 3등분 잘라주고, 무는 부채꼴 모양으로 썰어 주세요.\n-> 냄비에 무와 감자를 담아 주고 물350ml와 국간장 4큰술을 넣고 끓여줘요.\n* 강불로 끓이다가 끓어 오르면 중불에서 5분정도 끓여주세요.', '양파는 굵직하게 채 썰어주고, 대파는 어슷썰어 주세요.\n청양고추 2개, 홍고추 1개를 잘게 다져 주세요.', '고춧가루, 미림은 4큰술씩 넣어주고, 참치액 3큰술, 설탕 2큰술, 다진마늘 1.5큰술, 고추장 1큰술, 생강가루 (=다진생강) 0.5큰술, 후추추 그리고 다진 고추를 넣고 잘 섞어주면 양념장 완성입니다.\n* 영상에서는 양념장 처음부터 물 한컵을 같이 넣고 만들었지만 물만 생락하고 양념장을 만들어 줬어요.', '잘익은 무 위에 갈치를 올려 줘요.\n-> 갈치 위에 양념장 2/3 정도 넣어 주고, 썰어 놓은 대파와 양파를 담아 주세요.\n* 양념장을 처음부터 다 넣지 않고 조리면서 부족하면 넣어 주려고 1/3 정도는\n남겨 줬어요.\n-> 물 100ml를 붓고 뚜껑닫고 중강불에서 10분 ~15분간 조려 주세요.', '갈치조림 완성입니다.']","['갈치조림', '갈치조림레시피', '추추의한끼식사갈치조림']","['2마리', '1/2개', '3개', '168g', '1/2대', '4큰술', '4큰술', '4큰술', '3큰술', '2큰술', '1.5큰술', '1큰술', '취향껏', '1/2큰술']"
10,메인반찬,,,,급진급빠 다이어트 순두부장 만들기 양념 속편한 순두부요리 레시피,https://www.10000recipe.com/recipe/7064116,"4,900",haru,3인분,10분 이내,아무나,"['순두부', '양파', '대파', '간장', '맛술', '설탕', '물', '참기름', '통깨']","빠르게 만들 수 있는 요리로 순두부장을 만들었습니다.
요 며칠 사이에 몇 번이나 만들어 먹었는데 먹을 때마다 고개를 끄덕이게 되는 맛이에요.
순두부와 간장양념 떠서 밥에 비벼 먹으면 입맛 없는 날도 완밥이 가능해집니다.
​","['대파는 송송 썰고 양파는 잘게 다져 줍니다.', '순두부는 봉지째 반 잘라 유리용기에 담고 칼로 그어 먹기 좋은 두께로 잘라 주세요', '전자레인지용 용기에 간장 80ml , 맛술 2스푼 , 설탕 1스푼반 , 물 160ml를 넣고 설탕이 녹도록 저은 뒤 랩을 씌우고 전자레인지로 2분간 끓여 줍니다.\n양념을 끓이면 마늘과 파의 매운맛이 줄어들면서 더 깊은 맛으로 만들 수 있습니다.', '유리용기에 담은 순두부에 끓인 양념장을 부은 뒤 양념장 위에 자른 대파와 양파,참기름과 통깨를 뿌려 완성합니다.']","['순두부', '간장', '순두부양념장', '순두부요리']","['2봉지', '1/2개', '1/2대', '80ml', '2스푼', '1+1/2스푼', '160ml', '', '']"
11,메인반찬,,,,**초간단별미 반건조 노가리조림**,https://www.10000recipe.com/recipe/7082265,159,도드리여사,4인분,30분 이내,초급,"['반건조 노가리', '홍고추', '청양고추', '마늘', '대파', '진간장', '어간장', '물엿', '올리고당', '생강청', '맛술', '물']","손주들이 너무 좋아해서 최근에 노가리조림만 몇 번을 만들었는지 몰라요.
노가리 특유의 감칠맛과 깔끔한 식감이 정말 맛있어요.
어른들은 물론이고 아이들도 맛있다며 좋아하는 반찬이에요. 밥반찬으로도 좋고, 밥 위에 올려 먹어도 정말 맛있는 추억의 노가리조림이에요.
어렵지 않으니 꼭 한번 시도해보세요. 입맛 살아날 거에요.","['준비된 재료(홍고추,청양고추,마늘,대파)를 썰어주세요', '양념장을 만들어주세요\n(진간장4T 어간장1T 물엿1T 올리고당2T 생강청1T 맛술2T 마늘1T 물250ml)', '노가리를 깨끗이 씻은 후 반으로 잘라주세요.', '팬에 식용유를 두르고 노가리를 살짝 볶아줍니다. 이렇게 먼저 볶아주면 살이 쉽게 부서지지 않고 조림도 훨씬 깔끔하게 완성돼요.', '노가리가 살짝 볶아지면 그 위에 준비해둔 양념장과 채 썰어놓은 홍고추, 청양고추, 대파를 넣고 중불에서 졸여주세요.', '양념이 노가리에 잘 배도록 졸여주면서 국물이 거의 없어질 때까지 조려줍니다.', '마지막에 참기름과 통깨를 넣어 마무리하면 완성!']","['노가리조림', '반찬', '간편요리', '손주요리', '건강식', '해산물조림', '아이반찬', '별미', '조림', '요리팁']","['13마리', '1개', '1개', '1T', '1/2개', '4T', '1T', '1T', '2T', '1T', '2T', '250ml']"
12,메인반찬,,,,♥[신혼밥상] 10분 뚝딱 양배추참치덮밥,https://www.10000recipe.com/recipe/6979508,"8,972",행복한윤블리네,2인분,10분 이내,아무나,"['양배추', '참치캔', '대파', '후춧가루', '참기름', '통깨', '고추장', '고춧가루', '굴소스', '간장', '설탕', '맛술', '다진마늘']","자취생 모여라!!
10분 뚝딱 한그릇 메뉴!
냉장고 파먹기 딱 좋은 요리 소개~~
아삭 양배추&담백 참치 밥 위에 슥슥
만개님들 집밥 한끼 드시러 오세요.","['위에 좋은 양배추랑 자취생 필수 참치캔 준비!', '대파 송송', '양배추 채썰기', '(밥숟가락 계량)\n고추장 1, 고춧가루 1, 설탕 0.5, 간장 1, 다진마늘 0.5, 굴소스 1, 맛술 1 양념장 만들기', '채썬 양배추를 넣고 식용유 빙빙~\n숨이 살짝 죽을만큼 달달 볶기', '양배추가 투명해질 때 양념장 넣고 달달 볶기', '참치캔 탈탈', '대파 팍팍 후춧가루 적당히\n중불에서 맛있게 볶아주기', '가스불 끄기 직전 참기름 톡!', '통깨 넣고 밥 위에 올려주면 양배추참치덮밥 완성\n달걀프라이+김 솔솔= 슥슥 환상의 궁합!\n달걀프라이 노른자 톡 터트려 함께 비벼드시면 핵꿀맛!']","['신혼밥상', '양배추', '참치캔', '양배추참치덮밥', '덮밥', '한그릇', '집밥', '만능쿡', '브런치', '자취생']","['1/4통', '1캔', '1대', '적당량', '1티스푼', '적당량', '1스푼', '1스푼', '1스푼', '1스푼', '1/2스푼', '1스푼', '1/2스푼']"
13,메인반찬,,,,모밀 콩국수 만들기 고소하고 시원한 콩국수 황금 레시피,https://www.10000recipe.com/recipe/7080734,468,호수맘,2인분,20분 이내,아무나,"['구매', '참외', '도토리묵', '콩국', '얼음', '구매', '토마토', '깨소금', '소금']","더운 날에는 시원하고 고소한 콩국수 한 그릇생각나지요
오늘은 도토리묵과 참외로고명 올린 콩국수만들어봤어요","['콩국은 에버홈으로 만들어놓고\n끓는물에 모밀넣고3~4분삶아\n흐르는물로 헹궈주세요', '참외는씨를빼고 썰어주세요\n토마토 찐계란 묵도 썰어준비해주세요', '그릇에 얼음 삶은모밀 콩국 넣고 위에 고명으로 묵 참외 토마토 계란 올려주시고 깨소금올려주면\n시원하고 맛있는 모밀콩국수완성입니다']","['모밀콩국수', '모밀콩국수레시피', '콩국만들기', '여름별미', '모밀요리']","['200g', '1/2개', '100g', '3컵', '약간', '1개', '4조각', '약간', '약간']"
14,메인반찬,,,,매콤하게 구워 더 맛있는 새송이버섯 매콤구이 레시피 (1봉지로 만드는 초간단 반찬),https://www.10000recipe.com/recipe/7073279,"2,513",밥심은국력,2인분,30분 이내,초급,"['새송이버섯', '진간장', '참기름', '고춧가루', '고추장', '물엿', '검은깨', '통깨']",안녕하세요? 밥심은 국력입니다. 요즘 새송이버섯은 가격도 부담 없고 식감이 좋아서 자주 사게 되는 재료 예요. 특히 새송이버섯은 고기처럼 쫄깃한 식감이 있어서 구워 먹으면 정말 맛있죠. 오늘은 새송이버섯 1봉지로 만드는 매콤한 밑반찬을 만들어 봤어요. 고소한 참기름으로 밑간을 한 뒤 매콤한 양념장을 발라 구워주면 밥 반찬으로 딱 좋은 새송이버섯 매콤구이가 완성됩니다. 조리 방법도 간단해서 집에서 금방 만들 수 있는 레시피예요. 유투브에서 보고 만들었어요. 그럼 새송이버섯 매콤 구이를 만들어 볼게요.,"['새송이 버섯을 준비해요.', '새송이버섯은 밑동을 살짝 정리 해요.', '0.5cm 정도 두께로 옆으로 썰어 모양을 살려 준비합니다. 이렇게 썰면 구웠을 때 버섯 결이 살아 식감이 좋아요.', '진간장 1큰술, 참기름 3큰술 을 넣어 가볍게 버무려 밑간용 유장을 만들어요.', '새송이버섯을 밑간을 합니다.', '볼에 고춧가루 1큰술, 진간장 1큰술, 고추장 1큰술, 참기름 1큰술, 물엿 1큰술을 넣고 잘 섞어 매콤 달콤한 양념장 을 만들어 주세요.', '마른 팬을 중불로 달군 뒤 밑간한 새송이버섯을 올려 천천히 익혀줍니다.', '버섯이 노릇해지기 시작하면 준비한 양념장을 앞면에 발라 구워주세요.', '실리콘솔로 양념을 발라주면 편리해요.', '버섯을 뒤집은 뒤 반대쪽에도 양념장 을 발라 살짝 더 구워줍니다.', '먹음직스럽죠?', '재료가 간단해서 좋은 레시피 입니다.', '마지막으로 통깨와 검은깨를 뿌려 마무리하면 완성입니다. 새송이버섯 매콤 구이 완성!', '맛 표현 한입 먹으면 새송이버섯 특유의 쫄깃한 식감이 살아 있고 참기름의 고소함에 매콤달콤한 양념이 입맛을 확 살려 줍니다. 버섯이지만 마치 매콤한 버섯 스테이크 처럼 느껴지는 맛이라 밥 위에 올려 먹어도 정말 맛있는 반찬이에요.']","['새송이버섯매콤구이', '새송이버섯구이', '새송이버섯', '버섯요리', '새송이버섯요리']","['1봉지', '2큰술', '4큰술', '1큰술', '1큰술', '1큰술', '약간', '']"
15,메인반찬,,,,레드벨벳 슬기님의 컴백 전 관리비결!,https://www.10000recipe.com/recipe/7052506,"8,407",돼솜이,1인분,10분 이내,아무나,"['두부', '팽이버섯', '진간장', '알룰로스', '다진마늘', '물', '굴소스']",요 레시피 레드벨벳 슬기님이 자주 해먹으신다는 레시피인데 짝꿍이 먹어보더니 불고기 같대요~,"['두부 반 모 노릇하게 구워서 접시에 올려주세요\n도마\n,\n조리용나이프\n,\n프라이팬\n,\n접시', '팽이버섯 반 봉지 구워주다가\n프라이팬\n,\n조리용스푼\n팽이버섯손질법', '진간장1T, 알룰로스1T, 굴소스0.5T, 다진마늘1T, 물2T 섞어서 소스만들어 부워 졸여주세요', '두부 위에 올려주면 끝!']","['두부', '팽이버섯', '다이어트', '버섯조림', '두부조림', '다이어트레시피']","['1/2모', '1/2봉지', '1T', '1T', '1T', '2T', '0.5T']"
16,메인반찬,,,,[스팸마요덮밥] 업그레이드 비법소스로 간단히 만드는 한끼식사 | 신혼밥상,https://www.10000recipe.com/recipe/7040785,"14,459",쑤블리,2인분,20분 이내,아무나,"['스팸200g', '계란', '김가루', '마요네즈', '케첩', '맛술', '물엿', '물', '진간장', '굴소스']",남편이 좋아하는 스팸으로 기존 스팸마요덮밥과 다르게 업그레이드 버전으로 준비했어요~,"['스팸 1캔(200g), 계란 4개를 준비해주세요~ (스팸 아니고 리챔도 괜찮아요!)', '스팸은 먹기좋은 크기로 잘라서 준비해주세요~\n도마\n,\n조리용나이프', '이제 양념을 만들어줄게요~ 일단 맛술 1+1/2T\n소스볼\n,\n숟가락', '물엿 1+1/2T', '케첩 1+1/2T', '굴소스 1/3T', '진간장 1/3T을 넣고 섞어주시면 양념 끝~!', '프라이팬에 기름을 둘러주시고 잘라놓은스팸을 넣어주신 후 잘 익도록 구워주세요.\n프라이팬\n,\n조리용스푼', '구워주셨으면 만들어놓은 양념을 넣고', '물 1+1/2T을 넣고', '졸이듯이 볶아주신 후 한쪽으로 몰아주고', '계란 4개를 넣고', '스크램블을 해주세요~', '밥 위에 스팸, 계란 김가루를 예쁘게 올리고\n완성그릇', '마요네즈까지 뿌리고 쓱쓱 비벼주면~!!', ""원래 맛있지만 더 더 맛있는 '스팸마요덮밥' 완성~!!""]",['스팸마요덮밥'],"['200g', '4개', '조금', '조금', '1+1/2T', '1+1/2T', '1+1/2T', '1+1/2T', '1/3T', '1/3T']"
