index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,재료양
29,찌개,,,,스팸순두부찌개,https://www.10000recipe.com/recipe/7008060,"13,529",승일승훈,4인분,30분 이내,초급,"['스팸', '순두부', '다진마늘', '청양고추', '대파', '후춧가루', '고춧가루', '진간장', '굴소스', '설탕']",순두부찌개는 주부로서 제일 어려운 요리중에 하나인데 스팸을 이용해서 만든 스팸순두찌개로 자신감이 생긴 요리레시피 입니다.,"['스팸순두부찌개를 소개합니다.', '스팸은 위생봉지를 이용해서 으깨주세요.', '냄비에 기름을 넉넉하게 두른후 스팸을 노릇해 질때까지 볶아주세요.', '고춧가루 3스푼을 넣어준후 고추기름을 내듯이 볶아주세요.\n설탕을 추가로 넣어주세요.', '간장을 넣어서 불맛이 나도록 끊여준후 굴소스를 넣어서 한소큼 더 볶아주세요.', '물300ml를 넣어서 졸여가면서 끊여줍니다.', '순두부를 두툼하게 썰어서 넣어주세요.', '대파와 후춧가루를 넣어서 보글보글 끊여주세요.', '스팸순두부찌개가 완성이 되었습니다.']","['스팸순두부찌개', '순두부찌개', '스팸찌개', '만개의쉐프', '만개의레시피']","['1캔', '2봉', '1스푼', '1개', '1/2개', '약간', '3스푼', '3스푼', '2스푼', '1스푼']"
30,찌개,,,,짬뽕맛 나는 오징어찌개 만들기,https://www.10000recipe.com/recipe/6834020,"262,279",꼬시미,2인분,30분 이내,초급,"['오징어', '애호박', '양파', '청양고추', '콩나물', '대파', '멸치국물다시용', '포도씨유', '고춧가루', '다진 파', '다진 마늘', '국간장', '고추장', '소금', '후춧가루']",시원한 맛이 일품인 짬뽕맛 나는 오징어찌개 만들기입니다.,"['멸치와 다시마를 넣고 약한 불에서 10분정도 끓인 후 체에 걸러 육수를 준비합니다', '애호박은 4등분, 양파 채썰고, 청양고추와 홍고추는 어슷 썰어 주세요', '오징어는 몸통 안쪽에 사선으로 잔 칼집을 내고 적당히 썰어 주세요', '볼에 양념 재료를 넣어주세요.', '오징어, 애호박, 양파를 넣어 골고루 버무려 주세요', '콩나물 3줌정도 물에 씻어 준비해주세요.', '냄비에 포도씨유 1큰술을 두르고 양념 해 놓은 재료들을 넣어 중약 불에서 2분정도 볶아 주세요', '멸치 육수 4컵정도 붓고 콩나물 넣어 주세요 뚜껑은 덮지 마세요~~', '한소끔 끓으면 요로케 거품이 마구 마구 생기는데 싸악~걷어 내야 잡내가 안나고 국물이 시원합니다~ 8분정도 끓여주세요.', '청양고추와 홍고추 대파를 넣고 중약 불에서 2분정도 끓이면 완성~ 너무 오래 끓이면 오징어가 질겨지고 채소들도 숨이 다 죽어 맛이 없어요!']","['오징어', '오징어찌개', '오징어요리', '해장에좋은음식', '점심메뉴추천']","['1마리', '1/2개', '1/2개', '1개', '3줌', '조금', '국물다시용', '1큰술', '1큰술', '1큰술', '1큰술', '1큰술', '1작은술', '1작은술', '조금']"
31,찌개,,,,뜨끈한 국물이 생각날때! 참치감자찌개.,https://www.10000recipe.com/recipe/6870873,"265,107",어부동김반장,2인분,30분 이내,아무나,"['감자220g', '참치캔150g', '양파', '고추장', '고추가루', '청양고추', '다진파', '다진마늘', '소금', '후추', '물']","어제부터 비가 내리더니 무더위까지 데려 갔나봐요.
뜨끈한 국물요리가 생각 나더라구요.
참치와 감자를 넣어 얼큰하면서도 담백한 고추장찌개를 끊여 봤어요.
햇감자의 포근함과 고추장찌개의 매콤함이 어우러진
오늘처럼 비가 촉촉히 내리는날 딱! 어울리는 음식이네요.
캠핑요리로도 아주 잘 어울려요.","['감자는 납작하면서 도톰하게 썰어주고,\n양파는 도톰하게 썰고 청양고추와 대파는 송송 썰어 줍니다.', '참치캔 국물은 냄비에 넣어주고,\n참치는 따로 준비합니다.', '참치국물에 감자를 볶아 줍니다.', '감자 모서리가 살짝 투명해지면\n물3컵을 넣어주고,\n고추장, 고추가루를 넣고 끓여 줍니다.\n너무 센불에 끊이면 고추장이 여기저기 튀어서 난리도 아니에요 ㅎㅎ', '감자가 반쯤 익으면 참치를 넣고\n감자가 익을때 까지 끓여요.\n다진마늘과 다진파, 양파를 넣고 한소끔 끓여 줍니다.\n저는 느타리버섯이 있어서 조금 넣어주었어요.', '마지막 간은 소금간 해주시면 되구요.\n저는 집고추장으로 해서 설탕 조금 넣어 주었어요.\n고추장찌개는 달달해야 더 맛있더라구요.', '감자의 포근함과 얼큰함을 느낄수 있는 참치감자찌개 완성입니다.']","['감자요리', '비오는날음식', '여름반찬', '참치요리', '참치감자찌개', '고추장찌개', '일상', '술안주', '스피드요리']","['220g', '150g', '1개', '2숟가락', '1숟가락', '2개', '2숟가락', '1/2숟가락', '조금', '톡톡', '3컵']"
32,찌개,,,,흑백요리사 두부요리 이모카세 고추장 두부찌개 레시피,https://www.10000recipe.com/recipe/7038927,"7,676",우당탕탕숏다&롱다레시피,2인분,20분 이내,아무나,"['두부500g', '청양고추', '대파흰부분 10~15cm', '대파초록부분 5cm 고명용', '물', '후추', '고춧가루크게', '고추장크게', '다진마늘', '참치액', '국간장or 소금 간 추가']",양념이 맛있는 이모카세 두부찌개,"['대파 흰부분은 파기름용으로 최대한 얇게 썰어주고, 마지막 고명용으로 올리는 대파는 청양고추와 함께 송송 썰어 준비합니다. 청양고추1개만 넣었더니 많이 칼칼하지 않았는데 취향껏 더 추가해서 칼칼하게 먹어도 됩니다.\n대파흰부분 10~15cm 1개 대파 초록부분 5cm1개 (고명용) 청양고추1개\n도마\n,\n조리용나이프\n대파 손질법', '두부는 큼지막하고 두툼하게 썰어 준비합니다. 이번에 두부 한모 500g 구매해서 만들었는데 성인2명이서 반이상 먹었어요~\n두부 1모 500g', '냄비에 식용유 4T와 대파 흰부분을 넣어 파향을 내줍니다.\n식용유4T', '어느 정도 향이 올라오면 고춧가루 듬뿍1T, 고추장 듬뿍1T, 다진마늘은 납작하게 1T를 넣어 주고 고추기름을 만들어 줍니다.고추기름을 만들때는 약불로 불을 낮추고 재료들을 골고루 섞어 주면서 볶아줍니다.\n고춧가루 듬뿍1T 고추장 듬뿍1T 다진마늘 납작하게 1T\n냄비\n,\n조리용스푼', '볶은 재료에 물 300ml 넣어주고 강불로 팔팔 끓여줍니다. 물 300ml 넣었더니 국물 떠 먹기 딱 좋더라구요~\n물300ml', '한번 양념을 팔팔 끓인 후에 두부를 사이드에 차곡차곡 넣어 준후 두부위에 숟가락을 이용해서 양념을 끼 얹어 줍니다. 물이 300ml라 두부가 다 잠기지 않아서 양념이 골고루 베이게 해주세요.', '그리고 우선 참치액1T를 넣은 후 간을 봅니다. 간이 부족하면 국간장이나 소금을 추가로 넣어 간을 맞춰 주세요~\n참치액1T 국간장 or 소금 간 추가', '마지막으로 고명용 대파와 청양고추 넣어주고 후추소량 뿌려 1~2분간 더 끓여 마무리 해줍니다.\n후추소량']","['두부', '두부요리', '이모카세고추장두부찌개', '두부찌개']","['500g', '1개', '흰부분 10~15cm', '초록부분 5cm 고명용', '300ml', '소량', '크게', '크게', '1T', '1T', 'or 소금 간 추가']"
33,디저트,,,,요거트바크 만들기,https://www.10000recipe.com/recipe/7082596,231,호수맘,4인분,120분 이내,아무나,"['플레인요거트', '딸기', '블루베리', '청귤', '호두', '땅콩버터', '꿀']","냉장고에 요거트만 있다면 정말 간단하게 만들 수 있는 요거트 바크예요.
달콤하면서 상큼해서 아이 간식이나 가벼운 디저트로도 좋아해요.","['플레인 요거트에 꿀과 땅콩 버터를 넣고 골고루 섞어 주세요. 요거트가 너무 묽다면 물기를 살짝 빼서 사용하면 더욱 쫀득한 식감을 만들 수 있어요.\n.', '쟁반이나 사각틀에 종이 호일을 깔고 요거트를 부어 주세요. 숟가락으로 0.5~1cm 정도 두께로 넓게 고르게 펴줍니다.', '딸기와 블루베리 청귤 호두 를 골고루 올려주세요\n냉동실에 넣어 놓고 3~ 4시간 이상 단단하게 올려주세요']","['요거트바크.', '요거트바크레시피', '냉동디저트', '다이어트간식', '초간단디저트']","['400g', '약간', '약간', '약간', '약간', '1T', '2T']"
34,디저트,,,,단호박 무스케이크,https://www.10000recipe.com/recipe/7082879,180,호수맘,4인분,30분 이내,아무나,"['단호박 큰거740g', '계란', '모차렐라치즈', '소금', '쌀가루', '오일', '알롤로스']","단호박으로 만들어본 단호박무스케이크
한끼식사로 아이들간식으로 정말좋아요","['단호박은 반으로 잘라 씨를 빼 주세요. 그리고 전자레인 2분 돌려주시면 손질하기가좋아요 2조각은 남겨주시고 나머지는\n껍질을벗겨 전자레인지에 5분돌려주세요', '2조각은 큐브 모양으로썰어 전자레인지에 2분돌려주세요(나중에 장식용입니다)\n익힌 단호박은 으깨 주세요.\n으깬 단호박에 쌀가루3T/계란2개 /치즈80g/알롤로스 2T/\n소금약간 버터10g넣고섞어주세요', '틀어오일을발라주세요\n재료섞은 단호박을 오일 바른 틀 안에 넣어서 탁탁처 공기를 빼주세요 큐브모양으로 썰어놓은 단호박을 위에 올려주세요\n뚜껑닫고 전자레인지에 5분돌려주시면 치즈에쫀득한맛과달콤한단호박이 부드럽고맛있어요']","['단호박무스케이크', '단호박찜', '단호박케익', '단호박', '치즈빵']","['740g', '2개', '80g', '약간', '3T', '약간', '2T']"
35,디저트,,,,재료도 방법도 초간단! 떠먹는 치즈감자,https://www.10000recipe.com/recipe/6910706,"189,938",제줌마,2인분,20분 이내,아무나,"['감자', '베이컨', '모짜렐라 치즈', '우유', '후추']","출출한 늦은 저녁, 왕창 사놓은 감자를 보고 치즈감자를 해먹어 볼까 생각해서 만들어 먹어보았는데 생각보다 너무 맛있어서 올려용 :))","['제일 먼저 물에 감자를 넣고 삶아줄게요\n감자 따로 먹으려고 같이 삶아서 4개랍니당ㅎㅎ', '감자가 삶아지는동안 베이컨을 잘라주세요', '잘라놓은 베이컨을 노릇노릇하게 익혀주세요', '감자가 다 익으면 접시에 으깨주세요', '으깨진 감자 위로 베이컨을 솔솔 뿌려줄게요', '치즈를 뿌려주세요', '우유 2스푼을 살짝코롬 넣어줄게요', '후추도 톡톡 뿌려주세요', '그다음 믹스해줄게요', '믹스하고 난 후 치즈를 취향껏 드음뿍 넣어주세요', '전자렌지 혹은 오븐에 3분정도만 구워줄게요\n파슬리 톡톡 뿌리면 완성입니당!\n오븐\n,\n전자레인지']","['감자', '베이컨', '치즈', '초간단', '야식', '파슬리', '다이어트', '밑반찬', '간식', '칼슘']","['2개', '4줄', '1주먹', '2T', '1꼬집']"
36,디저트,,,,옥수수삶기 여름간식으로딱!쫀득하고달콤하게 삶는법,https://www.10000recipe.com/recipe/7079681,551,호수맘,6인분 이상,30분 이내,아무나,"['옥수수', '굵은소금', '뉴슈가']",여름이면 가장 먼저 생각나는 제철 간식이 바로 옥수수예요. 갓 삶아는 따끈한 옥수수는 고소한 풍미와 쫀득한 식감이 일품이죠. 오늘은 집에서 실패 없이 맛있게 즐길 수 있는 옥수수 삶는 방법 소개합니다.,"['옥수수는 껍질을 제거하고 속껍질 한 두 장 정도만 남겨 두세요.\n흐르는 물에 깨끗이 씻어 준비해 주세요. 압력솥에 삶으면 빠른 시간에 옥수수를 삶을 수 있습니다.', '압력밥솥에 소금과 뉴슈가를 넣고 잘 녹여 주세요.\n그위에 옥수수를넣고 물은 옥수수가 잠길정도로 넣어주세요 뚜껑을닫아주세요 (일반웍에 삶으려면30~40분 걸립니다)', '강불에서 끓이다 추가흔들리면 7분정도 더끓여주세요\n그리고 약불로10분 끓여불을꺼주세요\n압력밥솥 추가 완전내려갈때까지 기다렸다려주세요(뜸들이기)', '추가완전히 내려가서 뚜껑을열면\n쫄깃쫄깃하고 맛있는 옥수수 완성입니다']","['옥수수', '옥수수삶기', '여름간식', '옥수수삶는시간', '제철옥수수']","['10개', '2T', '1/3T']"
37,디저트,,,,그릭 요거트로 만든 통밀 쿠키,https://www.10000recipe.com/recipe/7078268,434,호수맘,6인분 이상,60분 이내,아무나,"['계란', '버터', '그릭요거트']",그릭 요거트로 만든 통밀 쿠키 부드러워서 자꾸 손이 가는 통밀 쿠키입니다. 에어프라이어 오븐 다 가능합니다,"['그릭요거트는 채반에받처물기를빼주세요 버터 160g을 녹여주세요. 그리고 계란 두 개를 넣고 풀어주세요.\n버터와 계란 풀은 곳에 통밀 쿠키믹스를 넣어주세요', '위 재료를 섞어주세요. 어느정도 섞어지면 체반에 받쳐 놓은 그릭 요거트를 넣어주세요.', '가루와 요거트가 섞이도록 충분히 섞어주세요 반죽이 요거트 때문에 조금 질어서 손으로는 모양이 안 나와서 저는 숟가락도 했어요.', '180도 예열된 오븐에20~25분 구워주세요 제품마다 온도 차이가 있으니 한 번씩 확인해주세요. 저는 22분 구웠습니다.']","['통밀쿠키.그릭요거트쿠킹.홈베이킹', '어린이간식', '에어프라이어', '오븐']","['2개', '160g', '100g']"
38,디저트,,,,아보카도 바나나 스무디 만들기,https://www.10000recipe.com/recipe/7081145,304,호수맘,2인분,10분 이내,아무나,"['구매', '냉동바나나', '블루베리', '호두', '우유', '올리고당']",저녁을 가볍게 먹어보려고 아보카도 바나나스무디 만들어봤어요.,"['저는 냉동실 과일사용했어요 아보카도 바나나를 믹서기에 잘갈리게 썰어주세요', '썰은과일을 믹서기에넣고\n우유 400ml 올리고당 넣고갈아주세요', '맛있는 아보카도 바나나스무디 완성입니다 아침 저녁 가볍게 먹을수있는 아보카도 바나나스무디 생각보다 든든하고 맛있습니다']","['아보카도스무디.', '아보카도바나나스무디', '바나나스문디', '건강스무디', '다이어트스무디', '아침저녁식사대요']","['2조각', '2개', '1줌', '1줌', '400ml', '1T']"
39,디저트,,,,에어프라이어 콘치즈 토스트 만들기!중독성 강하네요!,https://www.10000recipe.com/recipe/6913489,"247,020",뽀유TV,1인분,10분 이내,아무나,"['식빵', '캔옥수수', '설탕', '마요네즈', '파슬리가루']","콘치즈는 그냥 먹어도 맛있지만 토스트로 만들어 드셔도 정말 맛이 좋은데요.
전자렌지로 해먹어도 맛있었는데 에어프라이어로 해보니 더 맛이 좋네요^^","['물기를 제거한 캔옥수수와 설탕,마요네즈를 넣고 잘 섞어주세요', '식빵 한장에 방금 만든 콘마요를 골고루 잘 올려 주세요', '이제 치즈를 넉넉하게 뿌려주신뒤 파슬리 가루도 솔솔 뿌려주셔요\n파슬리가루 없으시면 패스하세요', '170도에 4분 돌려주심 끝!집에 가지고 계신 에어프라이어마다 화력이 약간씩 다르니 기호에 맞게 1-2분 더 추가해주시면 되겠습니다\n에어프라이어', '에어프라이어로 뚝딱 만든 콘치즈 토스트 완성됬어요. 한입 먹어보면 손을 멈출수 없게 맛있답니다, 강추해요!']","['콘치즈토스트', '에어프라이어', '요리', '에어프라이어', '레시피', '에어프라이어', '간식', '에어프라이어', '토스트', '에어프라이어', '콘치즈토스트', '토스트', '간식', '디저트']","['1장', '2T', '1/2T', '', '']"
40,디저트,,,,집에서 만드는 요거트 크림베리 스콘 만들기,https://www.10000recipe.com/recipe/7077568,601,호수맘,6인분 이상,60분 이내,중급,"['박력분', '버터', '달걀', '플레인요거트', '우유', '설탕', '베이킹파우더', '말린 크린베리', '달걀물']",오늘은 집에서 카페처럼 즐길 수 있는 요거트 크림베리 스콘 레시피 소개할게요. 오븐 에어프라이어 다 가능합니다,"['버터 달걀 우유 요거트는 모두 차가운 상태에서 만들어주세요. 플레인 요거트는 체에 미리 받쳐 물기를 빼주세요. 계란에 설탕을 넣고 거품기로 졌다가. 차가운 요거트와 우유를 넣고 저어주세요.', '박력분 320g 베이킹파우더 14g 채에내려주세요\n채에 내린 박력분에 얇게 썬 버터를 80g 넣고 손바닥으로 보슬보슬한 소모로 상태로 해주세요.', '크림베리를 넣고 앞에서 준비해놓은반죽을 넣어주세요.(계란.설탕.요거트) 반죽은 살살 버무려주세요.', '어느 정도 섞어지면 봉투에 넣어 30분간 냉장고에 넣어 주세요', '30분 뒤 꺼내서 밀대로 밀어 모양을 잡아주세요', '계란물을 만들어 반죽 위에 칠해주세요', '180도 예열된 오분에 20분 구워주세요\n에어프라이어나.\n오븐']","['스콘만들기.에어프라어로', '스콘만들기.크린베리스콘.카페스콘', '아침대용식사', '브런치']","['320g', '80g', '1개', '90g', '20g', '70g', '14g', '1컵', '약간']"
41,면/만두,,,,비빔국수 황금레시피,https://www.10000recipe.com/recipe/7081026,606,호수맘,3인분,30분 이내,아무나,"['소면300g', '오이', '삶은계란', '구매', '고추가루', '고추장', '설탕', '식초', '진간장', '다진마늘', '참기름', '후추']",새콤달콤하면서 매콤한 양념장이 면에 착 감기며 한 그릇 금세 비워지는데요. 오늘은 누구나 실패 없이 만들 수 있는 비빔국수 황금 레시피 소개합니다.,"['끓는 물에 소면을 넣고 3 ~4분 삶아주세요. 삶은 면은 찬물에 여러 번 비벼 씻어 전분을 제거한 뒤 물기를 충분히 빼주세요', '양념장을 만들어 주세요.\n고춧가루 고추장 설탕 식초 진간장 다진 마늘 후추 넣고 양념장을 만들어 주세요.', '면에 양념장을 넣고 골고루 비빈 뒤 그릇에 담아 주세요\n삶은 달걀 오이 통깨 올리고 참기름넣으면 맛있는 비빔국수 완성입니다']","['비빔국수', '정호영비빔국수.', '비빔국수황금레시피', '소면요리', '여름요리', '점심메뉴']","['300g', '1/2개', '2개', '', '3T', '3T', '5T', '2T', '2T', '1T', '2T', '약간']"
42,면/만두,,,,라이스페이퍼 양배추만두,https://www.10000recipe.com/recipe/7045377,"11,305",만개의레시피,2인분,20분 이내,아무나,"['양배추', '참치', '달걀', '라이스페이퍼', '굴소스', '후추', '간장']","만두는 먹고 싶은데 피까지 만들긴 귀찮고..그럴 땐 라이스페이퍼를 활용해 보세요!
참치, 달걀로 만두소까지 만들면 간단해요 양배추까지 들어가 속도 편안하구요.
가벼운 저녁 한끼를 고민하고 계시다면 오늘은 라이스페이퍼 양배추 만두로 GO","['양배추는 잘게 채 썰어요.\n나무도마\n,\n조리용나이프', '참치는 기름을 빼서 준비해요.\n찬기\n,\n숟가락', '팬에 기름을 두르고 양배추를 볶아요.', '양배추 숨이 죽으면 옆쪽으로 밀어두고 달걀을 볶아요.\n프라이팬\n,\n조리주걱', '달걀이 익으면 양배추와 함께 섞어 볶아요.', '참치와 굴소스, 간장을 넣어 볶아요.\n간장은 가장자리에 넣어 살짝 볶아 섞어요.', '미지근한 물에 적신 라이스페이퍼 위에 볶아둔 양배추를 한스푼씩 넣어 말아요.\n2번 말아주면 더 쫄깃하고 맛있어요.', '기름을 두른 팬에 노릇하게 구워요.', '초간장과 곁들여 완성해요.\n접시']","['양배추만두', '만두']","['1/4개', '1캔', '2개', '10장', '1T', '약간', '1/2T']"
43,면/만두,,,,비엔나 만두 강정,https://www.10000recipe.com/recipe/6877253,"295,395",찌니훗,2인분,15분 이내,아무나,"['만두교자만두/물만두', '비엔나소세지 작은거', '물', '간장', '고추장', '케찹', '올리고당', '다진마늘', '참기름', '깨']",만두 강정을 만드려다가 집에 비엔나소세지가 있어서 같이 만들어봤어요ㅎㅎ,"['만두는 기름을 두룬 팬에 노릇하게 구워줍니다.', '비엔나 소세지에 원하는 모양대로 칼집을 내고 팬에 볶아줍니다.\n양파가 있다면 같이 볶아줘도 좋아요:)', '비엔나가 어느정도 구워지면 만두를 같이 넣어줍니다.', '양념장을 넣고 양념이 고루 베이도록 잘 섞어줍니다.', '양념이 어느정도 베이면 위에 통깨를 뿌려 마무리합니다.', '간식이나 술안주, 밑반찬으로 먹기 좋은 비엔나만두강정 완성!']","['비엔나소세지', '소세지', '만두', '초간단', '간식', '안주', '만두강정']","['교자만두/물만두', '1봉', '1T', '1T', '2T', '2T', '1.5T', '1t', '약간', '약간']"
44,면/만두,,,,들기름 메밀국수 레시피,https://www.10000recipe.com/recipe/7080155,666,호수맘,2인분,15분 이내,아무나,"['메밀', '오이', '들기름', '쯔유', '물', '와사비', '깨소금', '들깨가루', '김가루']",여름철 입맛이 없을 때 간단하면서도 든든하게 즐길 수 있는 들기름 메밀국수입니다.,"['끓는 물에 메밀국수를 3~ 4분 삶아 주세요\n삶은 면은 찬물에 여러 번 헹궈 전분기를 제거해 주세요. 체반을 받쳐 물기를 빼 주세요', '볼에 물 250ml 쯔유 50ml 와사비 넣고 섞어 준비해주세요\n김가루는. 일회용김을 봉지에넣고 뿌셔주세요\n오이는 채썰어주세요', '그릇에 삶은 메밀면을 넣고 만들어 놓은 양념장을 넣어 주세요. 그 위에 썰어 놓은 오이 들깨가루 김가루 깨소금 넣고 들기름을 넣어 주세요.', '시원하게 얼음을넣어주시면 들기름메밀국수와성입니다']","['들기름', '메밀국수', '들기름막국수', '메밀국수', '메밀면요리', '여름별미', '간단한점심메뉴']","['200g', '1/4개', '4T', '50ml', '250ml', '1t', '1T', '2T', '2개']"
45,면/만두,,,,고추참치 하나면 맛있는 파스타가 됩니다.,https://www.10000recipe.com/recipe/6961309,"4,676",맛있다그리드,1인분,30분 이내,초급,"['파스타면', '고추참치', '마늘', '소금', '진간장', '굴소스']","정말 간단하지만
맛을 보면 특별한 고추참치 파스타를 만들어봤습니다.
집에 하나쯤 있을법한 고추참치로
특별한 요리 만들어보세요!","['마늘 7개 슬라이스 해줍니다.', '끓는물에 소금 1/2큰술을 넣고\n파스타를 넣고 10분간 중불에 끓여줍니다.', '팬에 올리브유를 두르고\n마늘을 넣고 중불에서 2분간 볶아주세요.', '마늘이 노릇하게 익으면 고추참치를 넣고 2분간 볶아줍니다.', '파스타를 넣고,\n면수 3-4큰술을 넣은 뒤 볶아줍니다.', '진간장 1/2큰술을 넣고 볶아줍니다.', '마지막으로 굴소스 1/2큰술 넣고 볶아주면 완성!!']","['고추참치', '파스타', '참치파스타', '고추참치파스타', '초간단', '점심메뉴', '1인분', '저녁메뉴', '참치']","['1인분', '1캔', '7개', '1/2큰술', '1/2큰술', '1/2큰술']"
46,면/만두,,,,고소하고 짭짤한 초간단 명란버터우동,https://www.10000recipe.com/recipe/7002301,"7,953",만개의레시피,1인분,10분 이내,아무나,"['우동면', '명란젓', '쪽파', '버터', '달걀', '김가루', '쯔유']","국물 없이 간단하게 비벼먹는 우동 명란, 버터, 김가루, 쪽파 등을 올리고 쯔유를 넣어 비벼먹는 초간단 명란버터우동 가벼운 한끼를 원하는 분들이라면 집에서 한끼 맛있게 드셔보세요.","['명란은 반을 가른 후 칼등으로 밀어 껍질을 제거해요', '쪽파는 송송 썰어요', '달걀은 노른자와 흰자를 분리해요', '끓는물에 우동사리를 넣고 풀어가며 익혀요', '그릇에 우동면을 담고 명란과 쪽파를 올려요', '버터와 김가루를 올려요\n버터는 실온에 보관한 후 사용해요', '쯔유를 넣어 완성해요']","['명란버터우동', '우동', '명란우동']","['1인분', '1개', '1줄', '1조각', '1개', '약간', '1숟가락']"
47,면/만두,,,,여름별미 10분초간단 냉짬뽕만들기,https://www.10000recipe.com/recipe/7081185,415,호수맘,2인분,15분 이내,아무나,"['진짬뽕 라면', '냉면육수', '새우', '배추', '청경채', '식초', '얼음']",입맛 없는 무더운 날 집에서 간단하면서도 특별한 여름 별미를 즐기고 싶을 때 만들어 먹기 좋은 냉 짬뽕 레시피 입니다.,"['야채는 먹기좋은크기로썰어준비해주세요\n라면 액상스프와 냉면육수 식초를넣고섞어 냉장고에 넣어주세요', '냄비에 물을 넣고 물이 끓으면 짬뽕의 건더기와 면을 넣고 5분 동안 끓여 주세요.\n썰어놓은야채와 새우를넣고 1분정도 더끓여주세요', '면은 찬물에 충분히 헹궈 물기를 빼주세요 볼에 라면을담고 준비해놓은 육수를 넣어주세요. 액상스프는 국물에돌려마지막으로넣고\n얼음도 넣어주시면 시원한고 맛있는 냉짬뽕완성입니다']",['냉짬뽕만들기 냉짬뽕 레시피. 여름별미. 진짬뽕 냉면육수. 초간단냉짬뽕'],"['2봉지', '2봉지', '10마리', '3쪽', '3개', '1T', '약간']"
48,면/만두,,,,면두부 새우오일파스타 다이어트에도 좋아요,https://www.10000recipe.com/recipe/6939082,"47,703",눈누난나02,1인분,20분 이내,초급,"['통마늘', '새우', '올리브오일', '소금', '후추']","코스트코 장보러 갔는데 면두부가 있더라구요.
건강에도 좋고 다이어트에도 좋을거 같아서
파스타 만들때 면두부로 만들어보았답니다. (맛있어요 ^^)","['면두부', '새우 6마리 (요것도 코스트코 냉동새우)', '마늘은 편마늘로 준비합니다.', '팬에 올리브오일 넉넉히 두르고\n편마늘 넣어서 노릇하게 볶아질때쯤', '새우를 넣고 함께 볶아줍니다.\n이때 소금과 후추를 촥촥 뿌려줍니다.', '새우가 어느정도 익었을때쯤\n마지막에 면두부를 넣고 살짝 볶아주기만하면', '면두부 새우오일파스타 완성입니다.', '꼬독꼬독한 식감에 고소함이 더해진\n면두부 새우오일파스타 다이어트에도 좋은거같아요 ^^']","['새우오일파스타', '오일파스타', '면두부파스타', '면두부새우오일파스타', '면두부오일파스타', '다이어트요리', '다이어트음식', '다이어트']","['7~10개', '6~8마리', '', '', '']"
49,밥/죽/떡,,,,칠리새우덮밥,https://www.10000recipe.com/recipe/7081818,691,호수맘,2인분,20분 이내,아무나,"['계란', '다진마늘', '새우', '올리브오일', '버터', '간장', '케찹', '고추가루', '알롤로스(설탕)', '식초', '양파', '밥']","퇴근하고 집에오니 딸이 만들어놓은
칠리새우덮밥입니다
맛있어서 한그릇 순삭했네요","['칠리소스를 만들어주세요\n간장1/식초1/케찹 1/알룰로스 1/고추가루1/넣고 칠리소스만들어주세요', '계란2개를 잘풀어주세요\n후라이팬에 올리브 오일 넣고 달궈지면 계란물은 넣어주세요. 반 정도 익으면 젓가락으로 저으면서 스크램블을 만들어 따로 빼둡니다.', '올리브유를 2스푼 넣고 펜을 달군뒤 다진 마늘 1스푼을 넣고 새우 앙파를넣고 새우가 붉어질 때까지 볶아 주세요.\n만들어 놓은 칠리 소스를 넣어 약불로 섞어 주세요.\n집에 버터가 있으면 버터를 추가해서 녹여주면 감칠맛이 더 좋습니다.', '밥 위에 스크램블 에그를 올리고 펜에 있는 칠리 새우로 올려주면 맛있는 칠리새우 덮밥 완성입니다.']","['칠리새우덮밥', '새우덮밥', '칠리새우', '새우레시피', '덮밥레시피', '한그릇요리', '집밥레시피']","['2개', '1T', '10마리', '3T', '10g', '1T', '1T', '1T', '1T', '1T', '1/2개', '1공기']"
50,밥/죽/떡,,,,찬밥으로만드는 누룽지 치킨,https://www.10000recipe.com/recipe/7081480,373,호수맘,2인분,30분 이내,아무나,"['구매', '찬밥', '소금', '후추', '옥수수콘', '양념', '고추가루', '설탕', '간장', '깨소금', '참기름', '마늘', '식용유']","찬밥으로 누룽지만들어 구운닭올려만드는 누룽지 치킨입니다
양념장 을만들어 올려드시면 더맛있습니다","['닭은 깨끗이 씻은 뒤 키친타올로 물기를 꼼꼼히 닦아 주세요. 소금과 후추를 골고루 뿌리고 올리브유를 발라 밑간에 주세요.', '예열된 후라이팬에 앞두를 노릇하게 구워주세요\n저희집에송이가있어 같이구워어요 구운닭은 따로 놓아주세요', '후라이팬에 찬밥을깔고 누릉지를 만들어주세요\n물90ml를넣고 밥위에 옥수수콘올려 뚜껑을닫고 7분정도 약불로 누릉지 만들어주세요', '밑이노릇하게 누릉지가생기면 구워놓은 치킨을 먹기좋은 크기로잘라 올려주시면 맛있는 누릉지 치킨완성입니다 그냥드셔도 맛있고양념장올려드셔도 맛있습니다']","['누릉지', '치킨.', '누릉지통닭', '치킨레시피', '찬밥활용요리', '누릉지만들기', '집밥레시피']","['1/2마리', '1공기', '약간', '약간', '2T', '', '1/2T', '21T', '2T', '약간', '약간', '1/2T', '약간']"
